annotation	bilirubin	time
38w_norisk	NA	0
38w_norisk	12.3	24
38w_norisk	16	48
38w_norisk	18.8	72
38w_norisk	20.7	96
38w_norisk	20.9	120
38w_norisk	21	144
38w_norisk	21.1	168
38w_norisk	21.2	192
38w_norisk	21.3	216
38w_norisk	21.4	240
38w_norisk	21.5	264
38w_norisk	21.6	288
38w_norisk	21.7	312
38w_norisk	7.9	1
38w_norisk	12.4	25
38w_norisk	16.1	49
38w_norisk	18.9	73
38w_norisk	20.8	97
38w_norisk	20.9	121
38w_norisk	21	145
38w_norisk	21.1	169
38w_norisk	21.2	193
38w_norisk	21.3	217
38w_norisk	21.4	241
38w_norisk	21.5	265
38w_norisk	21.6	289
38w_norisk	21.7	313
38w_norisk	8.1	2
38w_norisk	12.6	26
38w_norisk	16.2	50
38w_norisk	19	74
38w_norisk	20.8	98
38w_norisk	20.9	122
38w_norisk	21	146
38w_norisk	21.1	170
38w_norisk	21.2	194
38w_norisk	21.3	218
38w_norisk	21.4	242
38w_norisk	21.5	266
38w_norisk	21.6	290
38w_norisk	21.7	314
38w_norisk	8.3	3
38w_norisk	12.8	27
38w_norisk	16.4	51
38w_norisk	19.1	75
38w_norisk	20.8	99
38w_norisk	20.9	123
38w_norisk	21	147
38w_norisk	21.1	171
38w_norisk	21.2	195
38w_norisk	21.3	219
38w_norisk	21.4	243
38w_norisk	21.5	267
38w_norisk	21.6	291
38w_norisk	21.7	315
38w_norisk	8.5	4
38w_norisk	12.9	28
38w_norisk	16.5	52
38w_norisk	19.2	76
38w_norisk	20.8	100
38w_norisk	20.9	124
38w_norisk	21	148
38w_norisk	21.1	172
38w_norisk	21.2	196
38w_norisk	21.3	220
38w_norisk	21.4	244
38w_norisk	21.5	268
38w_norisk	21.6	292
38w_norisk	21.7	316
38w_norisk	8.7	5
38w_norisk	13.1	29
38w_norisk	16.6	53
38w_norisk	19.3	77
38w_norisk	20.8	101
38w_norisk	20.9	125
38w_norisk	21	149
38w_norisk	21.1	173
38w_norisk	21.2	197
38w_norisk	21.3	221
38w_norisk	21.4	245
38w_norisk	21.5	269
38w_norisk	21.6	293
38w_norisk	21.7	317
38w_norisk	8.9	6
38w_norisk	13.3	30
38w_norisk	16.8	54
38w_norisk	19.4	78
38w_norisk	20.8	102
38w_norisk	20.9	126
38w_norisk	21	150
38w_norisk	21.1	174
38w_norisk	21.2	198
38w_norisk	21.3	222
38w_norisk	21.4	246
38w_norisk	21.5	270
38w_norisk	21.6	294
38w_norisk	21.7	318
38w_norisk	9.1	7
38w_norisk	13.4	31
38w_norisk	16.9	55
38w_norisk	19.5	79
38w_norisk	20.8	103
38w_norisk	20.9	127
38w_norisk	21	151
38w_norisk	21.1	175
38w_norisk	21.2	199
38w_norisk	21.3	223
38w_norisk	21.4	247
38w_norisk	21.5	271
38w_norisk	21.6	295
38w_norisk	21.7	319
38w_norisk	9.3	8
38w_norisk	13.6	32
38w_norisk	17	56
38w_norisk	19.5	80
38w_norisk	20.8	104
38w_norisk	20.9	128
38w_norisk	21	152
38w_norisk	21.1	176
38w_norisk	21.2	200
38w_norisk	21.3	224
38w_norisk	21.4	248
38w_norisk	21.5	272
38w_norisk	21.6	296
38w_norisk	21.7	320
38w_norisk	9.5	9
38w_norisk	13.8	33
38w_norisk	17.1	57
38w_norisk	19.6	81
38w_norisk	20.8	105
38w_norisk	20.9	129
38w_norisk	21	153
38w_norisk	21.1	177
38w_norisk	21.2	201
38w_norisk	21.3	225
38w_norisk	21.4	249
38w_norisk	21.5	273
38w_norisk	21.6	297
38w_norisk	21.7	321
38w_norisk	9.7	10
38w_norisk	13.9	34
38w_norisk	17.3	58
38w_norisk	19.7	82
38w_norisk	20.8	106
38w_norisk	20.9	130
38w_norisk	21	154
38w_norisk	21.1	178
38w_norisk	21.2	202
38w_norisk	21.3	226
38w_norisk	21.4	250
38w_norisk	21.5	274
38w_norisk	21.6	298
38w_norisk	21.7	322
38w_norisk	9.9	11
38w_norisk	14.1	35
38w_norisk	17.4	59
38w_norisk	19.8	83
38w_norisk	20.8	107
38w_norisk	20.9	131
38w_norisk	21	155
38w_norisk	21.1	179
38w_norisk	21.2	203
38w_norisk	21.3	227
38w_norisk	21.4	251
38w_norisk	21.5	275
38w_norisk	21.6	299
38w_norisk	21.7	323
38w_norisk	10.1	12
38w_norisk	14.2	36
38w_norisk	17.5	60
38w_norisk	19.9	84
38w_norisk	20.8	108
38w_norisk	20.9	132
38w_norisk	21	156
38w_norisk	21.1	180
38w_norisk	21.2	204
38w_norisk	21.3	228
38w_norisk	21.4	252
38w_norisk	21.5	276
38w_norisk	21.6	300
38w_norisk	21.7	324
38w_norisk	10.3	13
38w_norisk	14.4	37
38w_norisk	17.6	61
38w_norisk	20	85
38w_norisk	20.8	109
38w_norisk	20.9	133
38w_norisk	21	157
38w_norisk	21.1	181
38w_norisk	21.2	205
38w_norisk	21.3	229
38w_norisk	21.4	253
38w_norisk	21.5	277
38w_norisk	21.6	301
38w_norisk	NA	325
38w_norisk	10.5	14
38w_norisk	14.5	38
38w_norisk	17.7	62
38w_norisk	20	86
38w_norisk	20.8	110
38w_norisk	20.9	134
38w_norisk	21	158
38w_norisk	21.1	182
38w_norisk	21.2	206
38w_norisk	21.3	230
38w_norisk	21.4	254
38w_norisk	21.6	278
38w_norisk	21.7	302
38w_norisk	21.8	326
38w_norisk	10.7	15
38w_norisk	14.7	39
38w_norisk	17.8	63
38w_norisk	20.1	87
38w_norisk	20.8	111
38w_norisk	20.9	135
38w_norisk	21	159
38w_norisk	21.1	183
38w_norisk	21.2	207
38w_norisk	21.4	231
38w_norisk	21.5	255
38w_norisk	21.6	279
38w_norisk	21.7	303
38w_norisk	21.8	327
38w_norisk	10.8	16
38w_norisk	14.8	40
38w_norisk	17.9	64
38w_norisk	20.2	88
38w_norisk	20.8	112
38w_norisk	20.9	136
38w_norisk	21	160
38w_norisk	21.1	184
38w_norisk	21.3	208
38w_norisk	21.4	232
38w_norisk	21.5	256
38w_norisk	21.6	280
38w_norisk	21.7	304
38w_norisk	21.8	328
38w_norisk	11	17
38w_norisk	15	41
38w_norisk	18.1	65
38w_norisk	20.3	89
38w_norisk	20.8	113
38w_norisk	20.9	137
38w_norisk	21	161
38w_norisk	21.2	185
38w_norisk	21.3	209
38w_norisk	21.4	233
38w_norisk	21.5	257
38w_norisk	21.6	281
38w_norisk	21.7	305
38w_norisk	21.8	329
38w_norisk	11.2	18
38w_norisk	15.1	42
38w_norisk	18.2	66
38w_norisk	20.3	90
38w_norisk	20.8	114
38w_norisk	21	138
38w_norisk	21.1	162
38w_norisk	21.2	186
38w_norisk	21.3	210
38w_norisk	21.4	234
38w_norisk	21.5	258
38w_norisk	21.6	282
38w_norisk	21.7	306
38w_norisk	21.8	330
38w_norisk	11.4	19
38w_norisk	15.3	43
38w_norisk	18.3	67
38w_norisk	20.4	91
38w_norisk	20.9	115
38w_norisk	21	139
38w_norisk	21.1	163
38w_norisk	21.2	187
38w_norisk	21.3	211
38w_norisk	21.4	235
38w_norisk	21.5	259
38w_norisk	21.6	283
38w_norisk	21.7	307
38w_norisk	21.8	331
38w_norisk	11.6	20
38w_norisk	15.4	44
38w_norisk	18.4	68
38w_norisk	20.5	92
38w_norisk	20.9	116
38w_norisk	21	140
38w_norisk	21.1	164
38w_norisk	21.2	188
38w_norisk	21.3	212
38w_norisk	21.4	236
38w_norisk	21.5	260
38w_norisk	21.6	284
38w_norisk	21.7	308
38w_norisk	21.8	332
38w_norisk	11.7	21
38w_norisk	15.6	45
38w_norisk	18.5	69
38w_norisk	20.6	93
38w_norisk	20.9	117
38w_norisk	21	141
38w_norisk	21.1	165
38w_norisk	21.2	189
38w_norisk	21.3	213
38w_norisk	21.4	237
38w_norisk	21.5	261
38w_norisk	21.6	285
38w_norisk	21.7	309
38w_norisk	21.8	333
38w_norisk	11.9	22
38w_norisk	15.7	46
38w_norisk	18.6	70
38w_norisk	20.6	94
38w_norisk	20.9	118
38w_norisk	21	142
38w_norisk	21.1	166
38w_norisk	21.2	190
38w_norisk	21.3	214
38w_norisk	21.4	238
38w_norisk	21.5	262
38w_norisk	21.6	286
38w_norisk	21.7	310
38w_norisk	21.8	334
38w_norisk	12.1	23
38w_norisk	15.8	47
38w_norisk	18.7	71
38w_norisk	20.7	95
38w_norisk	20.9	119
38w_norisk	21	143
38w_norisk	21.1	167
38w_norisk	21.2	191
38w_norisk	21.3	215
38w_norisk	21.4	239
38w_norisk	21.5	263
38w_norisk	21.6	287
38w_norisk	21.7	311
38w_norisk	21.8	335
NA	NA	NA
39w_norisk	NA	0
39w_norisk	12.8	24
39w_norisk	16.6	48
39w_norisk	19.5	72
39w_norisk	21.5	96
39w_norisk	21.6	120
39w_norisk	21.7	144
39w_norisk	8.4	1
39w_norisk	13	25
39w_norisk	16.7	49
39w_norisk	19.6	73
39w_norisk	21.5	97
39w_norisk	21.6	121
39w_norisk	21.7	145
39w_norisk	8.6	2
39w_norisk	13.2	26
39w_norisk	16.8	50
39w_norisk	19.7	74
39w_norisk	21.5	98
39w_norisk	21.6	122
39w_norisk	21.7	146
39w_norisk	8.8	3
39w_norisk	13.3	27
39w_norisk	17	51
39w_norisk	19.7	75
39w_norisk	21.5	99
39w_norisk	21.6	123
39w_norisk	21.7	147
39w_norisk	9	4
39w_norisk	13.5	28
39w_norisk	17.1	52
39w_norisk	19.8	76
39w_norisk	21.5	100
39w_norisk	21.6	124
39w_norisk	21.7	148
39w_norisk	9.3	5
39w_norisk	13.7	29
39w_norisk	17.2	53
39w_norisk	19.9	77
39w_norisk	21.5	101
39w_norisk	21.6	125
39w_norisk	21.7	149
39w_norisk	9.5	6
39w_norisk	13.8	30
39w_norisk	17.4	54
39w_norisk	20	78
39w_norisk	21.5	102
39w_norisk	21.6	126
39w_norisk	21.7	150
39w_norisk	9.7	7
39w_norisk	14	31
39w_norisk	17.5	55
39w_norisk	20.1	79
39w_norisk	21.5	103
39w_norisk	21.6	127
39w_norisk	21.7	151
39w_norisk	9.9	8
39w_norisk	14.2	32
39w_norisk	17.6	56
39w_norisk	20.2	80
39w_norisk	21.5	104
39w_norisk	21.6	128
39w_norisk	21.7	152
39w_norisk	10	9
39w_norisk	14.3	33
39w_norisk	17.8	57
39w_norisk	20.3	81
39w_norisk	21.5	105
39w_norisk	21.6	129
39w_norisk	21.7	153
39w_norisk	10.2	10
39w_norisk	14.5	34
39w_norisk	17.9	58
39w_norisk	20.4	82
39w_norisk	21.5	106
39w_norisk	21.6	130
39w_norisk	21.7	154
39w_norisk	10.4	11
39w_norisk	14.7	35
39w_norisk	18	59
39w_norisk	20.5	83
39w_norisk	21.5	107
39w_norisk	21.6	131
39w_norisk	21.7	155
39w_norisk	10.6	12
39w_norisk	14.8	36
39w_norisk	18.1	60
39w_norisk	20.6	84
39w_norisk	21.5	108
39w_norisk	21.6	132
39w_norisk	21.7	156
39w_norisk	10.8	13
39w_norisk	15	37
39w_norisk	18.2	61
39w_norisk	20.6	85
39w_norisk	21.5	109
39w_norisk	21.6	133
39w_norisk	NA	157
39w_norisk	11	14
39w_norisk	15.1	38
39w_norisk	18.4	62
39w_norisk	20.7	86
39w_norisk	21.6	110
39w_norisk	21.7	134
39w_norisk	21.8	158
39w_norisk	11.2	15
39w_norisk	15.3	39
39w_norisk	18.5	63
39w_norisk	20.8	87
39w_norisk	21.6	111
39w_norisk	21.7	135
39w_norisk	21.8	159
39w_norisk	11.4	16
39w_norisk	15.4	40
39w_norisk	18.6	64
39w_norisk	20.9	88
39w_norisk	21.6	112
39w_norisk	21.7	136
39w_norisk	21.8	160
39w_norisk	11.6	17
39w_norisk	15.6	41
39w_norisk	18.7	65
39w_norisk	21	89
39w_norisk	21.6	113
39w_norisk	21.7	137
39w_norisk	21.8	161
39w_norisk	11.8	18
39w_norisk	15.7	42
39w_norisk	18.8	66
39w_norisk	21	90
39w_norisk	21.6	114
39w_norisk	21.7	138
39w_norisk	21.8	162
39w_norisk	11.9	19
39w_norisk	15.9	43
39w_norisk	18.9	67
39w_norisk	21.1	91
39w_norisk	21.6	115
39w_norisk	21.7	139
39w_norisk	21.8	163
39w_norisk	12.1	20
39w_norisk	16	44
39w_norisk	19	68
39w_norisk	21.2	92
39w_norisk	21.6	116
39w_norisk	21.7	140
39w_norisk	21.8	164
39w_norisk	12.3	21
39w_norisk	16.2	45
39w_norisk	19.1	69
39w_norisk	21.3	93
39w_norisk	21.6	117
39w_norisk	21.7	141
39w_norisk	21.8	165
39w_norisk	12.5	22
39w_norisk	16.3	46
39w_norisk	19.2	70
39w_norisk	21.3	94
39w_norisk	21.6	118
39w_norisk	21.7	142
39w_norisk	21.8	166
39w_norisk	12.7	23
39w_norisk	16.4	47
39w_norisk	19.3	71
39w_norisk	21.4	95
39w_norisk	21.6	119
39w_norisk	21.7	143
39w_norisk	21.8	167
NA	NA	NA
40w_norisk	NA	0
40w_norisk	13.3	24
40w_norisk	17	48
40w_norisk	19.8	72
40w_norisk	NA	96
40w_norisk	8.9	1
40w_norisk	13.5	25
40w_norisk	17.1	49
40w_norisk	19.9	73
40w_norisk	21.8	97
40w_norisk	9.1	2
40w_norisk	13.6	26
40w_norisk	17.3	50
40w_norisk	20	74
40w_norisk	21.8	98
40w_norisk	9.3	3
40w_norisk	13.8	27
40w_norisk	17.4	51
40w_norisk	20.1	75
40w_norisk	21.8	99
40w_norisk	9.6	4
40w_norisk	14	28
40w_norisk	17.5	52
40w_norisk	20.2	76
40w_norisk	21.8	100
40w_norisk	9.8	5
40w_norisk	14.1	29
40w_norisk	17.7	53
40w_norisk	20.3	77
40w_norisk	21.8	101
40w_norisk	10	6
40w_norisk	14.3	30
40w_norisk	17.8	54
40w_norisk	20.4	78
40w_norisk	21.8	102
40w_norisk	10.2	7
40w_norisk	14.5	31
40w_norisk	17.9	55
40w_norisk	20.5	79
40w_norisk	21.8	103
40w_norisk	10.4	8
40w_norisk	14.6	32
40w_norisk	18	56
40w_norisk	20.6	80
40w_norisk	21.8	104
40w_norisk	10.5	9
40w_norisk	14.8	33
40w_norisk	18.2	57
40w_norisk	20.7	81
40w_norisk	21.8	105
40w_norisk	10.7	10
40w_norisk	15	34
40w_norisk	18.3	58
40w_norisk	20.7	82
40w_norisk	21.8	106
40w_norisk	10.9	11
40w_norisk	15.1	35
40w_norisk	18.4	59
40w_norisk	20.8	83
40w_norisk	21.8	107
40w_norisk	11.1	12
40w_norisk	15.3	36
40w_norisk	18.5	60
40w_norisk	20.9	84
40w_norisk	21.8	108
40w_norisk	11.3	13
40w_norisk	15.4	37
40w_norisk	18.6	61
40w_norisk	21	85
40w_norisk	21.8	109
40w_norisk	11.5	14
40w_norisk	15.6	38
40w_norisk	18.8	62
40w_norisk	21.1	86
40w_norisk	21.8	110
40w_norisk	11.7	15
40w_norisk	15.7	39
40w_norisk	18.9	63
40w_norisk	21.1	87
40w_norisk	21.8	111
40w_norisk	11.9	16
40w_norisk	15.9	40
40w_norisk	19	64
40w_norisk	21.2	88
40w_norisk	21.8	112
40w_norisk	12.1	17
40w_norisk	16	41
40w_norisk	19.1	65
40w_norisk	21.3	89
40w_norisk	21.8	113
40w_norisk	12.2	18
40w_norisk	16.2	42
40w_norisk	19.2	66
40w_norisk	21.4	90
40w_norisk	21.8	114
40w_norisk	12.4	19
40w_norisk	16.3	43
40w_norisk	19.3	67
40w_norisk	21.4	91
40w_norisk	21.8	115
40w_norisk	12.6	20
40w_norisk	16.4	44
40w_norisk	19.4	68
40w_norisk	21.5	92
40w_norisk	21.8	116
40w_norisk	12.8	21
40w_norisk	16.6	45
40w_norisk	19.6	69
40w_norisk	21.6	93
40w_norisk	21.8	117
40w_norisk	13	22
40w_norisk	16.7	46
40w_norisk	19.7	70
40w_norisk	21.6	94
40w_norisk	21.8	118
40w_norisk	13.1	23
40w_norisk	16.9	47
40w_norisk	19.7	71
40w_norisk	21.7	95
40w_norisk	21.8	119
